0,1
0.99999905,9.891056e-07
2.7646796e-17,1.0
0.9998839,0.00011613177
1.0,7.73013e-12
1.193705e-05,0.9999881
1.0,3.043488e-12
1.0,4.2099076e-19
1.0,6.346583e-13
6.0650096e-11,1.0
1.0,1.8191228e-11
2.249905e-08,1.0
9.7519505e-06,0.9999902
0.9999615,3.8511815e-05
1.2327585e-13,1.0
5.3099247e-06,0.99999464
0.99900526,0.0009947702
1.4441763e-10,1.0
0.99921775,0.0007821762
6.890367e-05,0.9999311
1.0,1.4833094e-15
0.00043700248,0.99956304
1.0,9.63555e-33
1.0,1.0150231e-08
1.0,3.5344086e-16
0.5061095,0.49389052
1.0,6.2498256e-23
1.0,4.946469e-09
1.0,9.258671e-20
1.0,6.1215473e-12
6.755662e-12,1.0
1.152699e-05,0.99998844
2.0437818e-11,1.0
0.90805054,0.091949455
1.0,2.7720495e-18
2.4625479e-07,0.99999976
0.9998933,0.00010671637
0.99955183,0.00044819852
0.99990654,9.345582e-05
2.2980435e-11,1.0
1.0,1.1113987e-34
0.96030766,0.039692387
1.0,1.0614001e-16
0.99999857,1.4577084e-06
0.9974081,0.002591859
0.10199887,0.8980011
1.0,3.915194e-14
0.9999999,1.13782875e-07
1.1128685e-23,1.0
1.2789117e-12,1.0
0.23457271,0.7654273
1.0,4.8359187e-18
1.0,2.3730039e-19
1.0,1.30029365e-08
4.0060962e-07,0.99999964
1.0,9.409706e-14
1.0,1.9416998e-13
1.0,2.2869588e-26
1.0,1.3306735e-10
1.0,2.943445e-18
1.0294506e-24,1.0
1.0,8.636175e-23
1.0,1.4151757e-19
1.0,1.10774365e-23
2.054498e-05,0.9999795
0.044183433,0.9558166
1.0,1.3216942e-17
1.0,4.2229193e-08
1.0,1.3816758e-12
1.1147926e-13,1.0
0.019314231,0.98068583
0.9995389,0.00046115243
1.0,4.4053977e-14
2.51712e-10,1.0
1.0,2.7753302e-10
0.04782242,0.9521775
2.766165e-11,1.0
1.0,3.1649594e-10
0.9984603,0.0015397187
0.001343065,0.99865687
0.0028124764,0.99718755
2.4282154e-09,1.0
4.75964e-17,1.0
3.0830283e-10,1.0
1.0,1.0141745e-10
1.0,0.0
0.9995522,0.00044775612
6.609557e-09,1.0
1.0,9.8483465e-23
1.2175042e-17,1.0
1.0,9.616097e-24
0.9999758,2.4242538e-05
0.9998417,0.00015832945
3.515991e-13,1.0
0.020034023,0.979966
1.1675813e-29,1.0
4.5394077e-11,1.0
4.7044946e-09,1.0
0.9999995,4.844488e-07
6.0259793e-18,1.0
2.0285686e-08,1.0
0.9999541,4.584611e-05
8.128555e-14,1.0
1.0,1.0433947e-13
2.2384524e-14,1.0
2.0493709e-23,1.0
1.0,5.6830225e-09
0.718033,0.28196698
1.0,2.8407567e-09
1.0,0.0
0.00012311697,0.99987686
0.9997191,0.00028091477
5.828024e-19,1.0
4.0463485e-13,1.0
0.89410895,0.10589103
0.9999999,1.08478e-07
1.0,2.4124435e-11
6.618476e-24,1.0
3.1704953e-05,0.9999683
2.5073578e-07,0.99999976
1.0,8.100898e-10
0.9999999,1.554679e-07
1.0,7.1659887e-13
1.0,3.839723e-18
9.367261e-15,1.0
7.8683245e-19,1.0
3.343344e-05,0.9999666
9.784616e-11,1.0
2.2657602e-09,1.0
0.075413845,0.9245861
1.0,1.1096228e-13
0.9772813,0.022718698
1.464424e-15,1.0
1.0,5.5764466e-11
1.2479182e-24,1.0
0.9999999,7.8681424e-08
0.1484795,0.85152054
1.0,3.3119782e-08
2.0334892e-11,1.0
0.99939907,0.0006009721
9.508801e-08,0.9999999
0.00032641087,0.9996736
1.3540607e-08,1.0
2.9073757e-12,1.0
1.0,1.1252739e-08
0.9988801,0.0011198684
0.9064539,0.09354606
